Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID
CNG,Clean Energy - Anaheim-Valero Station,2100 S Harbor Blvd,,Anaheim,CA,92802,,562-493-7124,E,,Public - credit card at all times,24 hours daily,D M V Voyager CleanEnergy Wright_Exp,,Q,3600,,,,,,,200-8,33.795752,-117.914625,2011-06-30,36292
CNG,Agland - Cenex,1607 2nd Ave,US 85 Bypass,Greeley,CO,80631,,,P,2012-06-01,PLANNED - not yet accessible,24 hours daily; credit card at all times,A D M V,,Q,3600,,,,,,,200-8,40.4130072,-104.6802427,2011-12-31,36293
CNG,North Station (UFR #2),7984 US Highway 85,Weld County Rd 18,Fort Lupton,CO,80621,,,P,2012-04-01,PLANNED - not yet accessible,24 hours daily; credit card at all times,A D M V,,Q,3600,,,,,,,200-8,40.1161234,-104.8105556,2011-12-31,36294
CNG,Kersey Station in Weld County (UFR #1),TBD,US 34,Kersey,CO,80644,,,P,2012-09-01,PLANNED - not yet accessible,24 hours daily; credit card at all times,A D M V,,Q,3600,,,,,,,200-6,40.1079036,-104.9979998,2011-12-31,36295
CNG,Clean Energy - Yellow Cab,80 Granby St,,Bloomfield,CT,06002,,860-243-0138,E,,Public - card key at all times,24 hours daily,Voyager Wright_Exp CleanEnergy,,Q,3600,,,,,,,200-8,41.8113839,-72.7085418,2012-02-29,36296
LNG,Enviro Express Natural Gas,555 Wordin Ave,"From 95S, take Exit 26 for Wordin Ave. Turn left and destination is on the right.",Bridgeport,CT,06605,,203-339-3210,E,,Public - credit card at all times,24 hours daily,A D M V Wright_Exp,,Q,3600,,,,,,,200-8,41.1645839,-73.2063543,2011-01-31,36297
CNG,City of Meriden,55 Michael Dr,"From 691 W, take Exit 7 toward downtown Meriden.  Keep right at fork, follow signs for Park Ave.  Turn right at State St. Exd.  Take 1st left onto Center St. Slight right at N Colony St.  Take 3rd left onto Michael Dr.  Destination is on the right.",Meriden,CT,06450,,,E,,Private - government only,,,,Q,3600,,,,,,,200-8,41.5561967,-72.7888192,2012-02-29,36299
CNG,Clean Energy - Metro Taxi,65 Industry Dr,"From 91-S, Exit 1 to merge onto CT-34 W/Oak St connector towards downtown New Haven. Slight right at N Frontage Rd. Left at Church St S. Right at Columbus Ave. Continue onto Boston Post Rd. Right at Ardale St. Left at Fresh Meadow Rd. Right at Industry Drive Exn. Destination on the right.",West Haven,CT,06516,,203-934-2096 x125,E,,Public - card key at all times,24 hours daily,Voyager Wright_Exp CleanEnergy,,Q,3600,,,,,,,200-8,41.290778,-72.984796,2012-02-29,36300
CNG,Clean Energy - Nana Shell,80 Ella Grasso Tpke,"From 91N, take Exit 40 to merge onto CT-20 W/CT-401 N toward Bradley International Airport.  Take the CT-75 exit toward Poquonock/Suffield.  Turn right at CT-75 N/Ella Grasso Turnpike/Turnpike Rd.  Destination is on the left",Windsor Locks,CT,06096,,860-627-8010,P,2012-04-15,PLANNED - not yet accessible,24 hours daily; credit card at all times,A D M V CleanEnergy,,Q,3600,,,,,,,200-8,41.920118,-72.671406,2012-02-29,36301
CNG,Clean Energy - PS Energy - Unattended Fuel Outlet,2192 Sylvan Rd,,East Point,GA,30344,,,E,,Private access only,,,,,3600,,,,,,,200-8,33.694441,-84.418312,2011-12-31,36303
CNG,Dekalb County - Seminole Road Landfill,4203 Clevemont Rd,,Ellenwood,GA,30294,,,P,2012-08-30,PLANNED - not yet accessible,,,,,3600,,,,,,,200-8,33.6538162,-84.2556915,2011-12-31,36304
CNG,Clean Energy - PS Energy - Unattended Fuel Outlet,2490 Lithonia Industrial Blvd,,Lithonia,GA,30058,,,E,,Private access only,,,,,3600,,,,,,,200-8,33.712794,-84.125795,2011-12-31,36305
CNG,PS Energy - Unattended Fuel Outlet - Tucker Industrial Road,1833 Tucker Industrial Rd,,Stone Mountain,GA,30084,,,P,2012-02-01,PLANNED - not yet accessible,,,,,3600,,,,,,,200-8,33.8363211,-84.2033251,2011-12-31,36306
CNG,City of Chicago FS#1,1701 N Throop,Throop & Wabansia,Chicago,IL,60642,,,E,,Private access only,,,,Q,3600,,,,,,,200-8,41.9138938,-87.6618718,2011-12-31,36307
CNG,MetroLINK Transit,4501 4th Ave,,Rock Island,IL,61201,,,P,2013-08-01,PLANNED - not yet accessible,,,,Q,3000 3600,,,,,,,200-8,41.5075623,-90.5386851,2011-11-30,36308
CNG,Clean Energy - Atlantic City Jitney Association,5016 Wellington Ave,,Atlantic City,NJ,08401,,,P,2012-02-28,PLANNED - not yet accessible,,,,,,,,,,,,200-8,39.3526508,-74.4783027,2011-12-31,36309
CNG,Clean Energy - Newark Liberty International Airport - Gulf,100 Lindbergh Rd,Building 349,Newark,NJ,07114,,973-624-0300  516-710-1898,E,,Public - credit card at all times,24 hours daily,D M V CleanEnergy,,Q,3600,,,,,,,GPS,40.691908,-74.184717,2011-10-31,36310
CNG,Giant Eagle GetGo,755 Beechnut Dr,,Pittsburgh,PA,15205,,888-378-8646,E,,Public - credit card at all times,24 hours daily,M V Wright_Exp,,Q,3600,,,,,,,200-8,40.453507,-80.085371,2011-10-31,36311
CNG,Flying J Travel Plaza - Scipio,810 N 800 W,Exit 88 off I-15,Scipio,UT,84656,,435-758-2345,E,,Public - credit card at all times,24 hours daily,M V FuelMan,,Q,3000 3600,,,,,,,GPS,39.255366,-112.117008,2011-11-30,36312
E85,Calle Ocho Marathon,4941 SW 8th St,,Miami,FL,33134,,305-443-6972,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,25.7639784,-80.2766633,2011-06-30,36313
E85,Mid-Flagler U-Gas,4690 W Flagler St,,Miami,FL,33134,,305-529-9566,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,25.771226,-80.2714079,2011-06-30,36314
E85,Pembroke U-Gas,6810 Pembroke Rd,,Miramar,FL,33023,,954-338-4450,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,25.994777,-80.223664,2011-06-30,36315
E85,JE Sharber Oil Co,250 Whigham Dairy Rd,,Bainbridge,GA,39817,,229-246-2183,E,,Private - fleet customers only,Contact 229-246-2183 for fleet access,,,,,,,,,,,200-6,30.9174841,-84.536057,2011-06-30,36316
E85,City of Chicago FS#2,6445 N Ravenswood,Devon and Ravenswood,Chicago,IL,60626,,,E,,Private access only,,,,,,,,,,,,200-8,41.9992708,-87.6750223,2011-11-30,36318
E85,City of Chicago FS#202,5150 W 63rd St,63rd and Laramie,Chicago,IL,60638,,,E,,Private access only,,,,,,,,,,,,200-8,41.7782993,-87.7505059,2011-11-30,36319
E85,City of Chicago FS#205,3245 N Cambell,Belmont & Western,Chicago,IL,60618,,,P,2012-03-31,PLANNED - not yet accessible,,,,,,,,,,,,200-8,41.9403515,-87.6905978,2011-12-31,36320
E85,City of Chicago FS#8,10420 S Vincennes,104th and Vincennes,Chicago,IL,60643,,,E,,Private access only,,,,,,,,,,,,200-8,41.704025,-87.6570482,2011-11-30,36321
E85,Elkton One Stop Shop - Ignash Petroleum Clark Station,5083 Whalen St,,Elkton,MI,48731,,989-375-4163,E,,Public - see hours,5am-12am daily,Cash Checks A D M V Wright_Exp,,,,,,,,,,200-8,43.8179522,-83.1833386,2012-02-29,36323
E85,Kwik Trip #466,1305 S Minnesota Ave,,Saint Peter,MN,56082,,507-934-3030,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,44.3154342,-93.9644651,2011-05-31,36324
E85,Country Partners Co-op,528 N 14th St,,Ord,NE,68662,,308-728-3254,E,,Public - credit card after hours,8am-5pm daily,Cash Checks A D M V,,,,,,,,,,GPS,41.6062029,-98.9268057,2011-11-30,36325
E85,Newark Liberty International Airport - Gulf,100 Lindbergh Rd,Building 349,Newark,NJ,07114,,516-710-1898,E,,Public - credit card at all times,24 hours daily,D M V,,,,,,,,,,GPS,40.691908,-74.184717,2011-10-31,36326
E85,Bridgehampton Service Station,2148 Montauk Hwy,,Bridgehampton,NY,11932,,631-537-0704,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,GPS,40.939222,-72.289942,2011-02-28,36327
E85,Gulf,1979 Veterans Hwy,,Islandia,NY,11722,,631-348-0856,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,40.799895,-73.173609,2011-02-28,36328
E85,Exxon,1308 N Cherry Rd,,Rock Hill,SC,29732,,803-366-1004,E,,Public - see hours,"5am-10pm M-Th, 5am-12am Fri, 6am-12am Sat, 7am-10pm Sun",Cash Checks A D M V,,,,,,,,,,200-8,35.017176,-81.015413,2011-06-30,36329
E85,Pit Stop Food Mart - Shell,528 Main St,,Kerrville,TX,78028,,830-896-2888,E,,Public - see hours,"6am-11pm Mon-Sat, 7am-11pm Sun",Cash Checks A D M V Voyager FuelMan,,,,,,,,,,200-8,30.048864,-99.141547,2011-06-30,36330
E85,Sac-n-Pac #116,1002 Highway 80,,San Marcos,TX,78666,,512-396-1029,E,,Public - see hours,"6am-12am M-F, 7am-12am Sat-Sun",Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,29.881595,-97.917032,2011-06-30,36331
E85,Schmitz Sunoco Goose Creek,42800 Creek View Plaza,,Ashburn,VA,20147,,703-724-4422,E,,Public - see hours,24 hours daily,Cash A D M V,,,,,,,,,,200-8,39.0434034,-77.5199125,2011-09-30,36332
E85,Kwik Trip #653,1223 E Wisconsin St,,Portage,WI,53901,,608-742-5226,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.5337262,-89.4435498,2011-04-30,36333
E85,Kwik Trip #453,1238 N Main St,,River Falls,WI,54022,,715-425-1386,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,44.8763235,-92.6229144,2011-04-30,36334
E85,Kwik Trip #897,2033 North Ave,,Sheboygan,WI,53083,,920-458-6468,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,43.7738816,-87.7326999,2011-04-30,36335
E85,Kwik Trip #373,1809 W St Paul Ave,,Waukesha,WI,53188,,262-547-1450,E,,Public - see hours,24 hours daily,Cash Checks A D M V Voyager Wright_Exp,,,,,,,,,,200-8,42.995841,-88.258317,2012-01-31,36336
E85,AAA Yellow Cab,3030 S 45th St,,Phoenix,AZ,85040,,602-252-5252,E,,Public - see hours,6am-6pm daily,Cash Checks A D M V,,,,,,,,,,200-8,33.419907,-111.985639,2011-06-30,36337
E85,Propel Fuels,849 University Ave,University Ave & 7th St,Berkeley,CA,94710,,800-871-0773,E,,Public - credit card at all times,24 hours daily,A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,200-8,37.8684129,-122.296973,2011-01-31,36338
E85,SLAC National Accelerator Laboratory,2575 Sand Hill Rd,Building 35,Menlo Park,CA,94025,,,E,,Private access only,,,,,,,,,,,,GPS,37.416491,-122.209564,2011-04-30,36339
E85,Propel Fuels,790 Montague Expy,Montague Expy & O'Toole Ave,San Jose,CA,95131,,800-871-0773,E,,Public - credit card at all times,24 hours daily,A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,200-8,37.397495,-121.912812,2011-01-31,36340
E85,Miami Gardens U-Gas,18560 NW 67th Ave,,Hialeah,FL,33015,,305-827-0060,E,,Public - see hours,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,25.941985,-80.307941,2011-06-30,36341
ELEC,City of Little Rock,900 W Capitol Ave,,Little Rock,AR,72201,,888-758-4389,E,,Public - see hours,9am-5pm daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,34.74555969,-92.28119659,2012-03-25,36342
ELEC,Tucson Rental Homes,9855 E Speedway Blvd,,Tucson,AZ,85748,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.23572922,-110.7821426,2011-04-30,36343
ELEC,City of Anaheim - Anaheim West Tower,201 S Anaheim Blvd,1st floor of parking structure,Anaheim,CA,92805,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.83434296,-117.9145432,2011-09-30,36344
ELEC,South Coast Plaza,3333 Bear St,Lower level near the Crate & Barrel customer pick up,Costa Mesa,CA,92626,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,33.69165421,-117.8927841,2011-04-30,36345
ELEC,Netflix,100 Winchester Cir,"Building A, P2 Level",Los Gatos,CA,95032,,888-758-4389,E,,Private access only,,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.259354,-121.962952,2011-09-30,36346
ELEC,City of Martinez,700 Court St,At Main St,Martinez,CA,94553,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.018368,-122.134178,2011-06-30,36347
ELEC,City of Pleasant Hill - Downtown Parking Garage,45 Crescent Dr,,Pleasant Hill,CA,94523,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,37.94605255,-122.0621796,2011-10-31,36348
ELEC,McDonald's - AM Solar,1121 Garnet Ave,,San Diego,CA,92109,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.79759216,-117.2494888,2011-04-30,36349
ELEC,Sonoma County,2300 County Center Dr,,Santa Rosa,CA,95403,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.46203995,-122.7255707,2011-04-30,36350
ELEC,Viceroy Snowmass,26-1186 Wood Rd,,Aspen,CO,81611,,888-758-4389,E,,Private access only,,,,,,1,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.20140839,-106.9527283,2011-04-30,36351
ELEC,University of Colorado,Kittredge Loop Dr,,Boulder,CO,80305,,888-758-4389,E,,Public - see hours,Restricted to lot hours; 3 hour limit,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.00112915,-105.263031,2011-11-30,36352
ELEC,Hyatt Regency Denver,650 15th St,At Colorado Convention Center,Denver,CO,80202,,303-486-4467,E,,Public - see hours,24 hours daily; pay lot,,,,,4,,,,,,200-8,39.7439318,-104.992985,2011-08-25,36353
ELEC,Wellington E Webb Municipal Building,201 W Colfax Ave,Underground fleet parking garage,Denver,CO,80202,,,E,,Private - government only,,,,,,,,,1 Conductive 240V,,,200-8,39.741259,-104.990222,2011-08-25,36354
ELEC,Whole Foods Market,150 Ledge Rd,,Darien,CT,06820,,203-662-0577,E,,Public - see hours,8am-10pm daily; for customer use only,,,,,2,,,,,,200-8,41.0731812,-73.4761823,2011-01-31,36355
ELEC,Control Module Industries,89 Phoenix Ave,,Enfield,CT,06082,,,E,,Private access only,,,,,,,1,,,,,200-8,41.9778547,-72.5811681,2011-06-30,36356
ELEC,Propark America - Neon Garage,260 Crown St,,New Haven,CT,06519,,860-527-2378,E,,Public - see hours,24 hours daily; pay lot,,,,,,,,1 Conductive 120V,,,200-8,41.306306,-72.9305244,2012-02-29,36357
ELEC,General Electric,41 Woodford Ave,"6 EVSE located under solar-powered carport, 4 EVSE in parking lot",Plainville,CT,06062,,860-747-7111,E,,Public - see hours,24 hours daily,,,,,,10,,,,,200-8,41.6724723,-72.8582306,2011-08-31,36358
ELEC,Oceanside Condominiums,1 N Ocean Blvd,"Car Charging Group, Inc. Between spaces 40 & 41",Pompano Beach,FL,33062,,888-758-4389,E,,Public - see hours,24 hours daily; pay lot,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,26.2321949,-80.09201813,2012-01-31,36360
ELEC,Millenium Park Garage,5 S Columbus Dr,,Chicago,IL,60601,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,2,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.88238144,-87.6204834,2011-04-30,36361
ELEC,Argonne Electric Powertrain and Renewable Fuels Building,9700 S Cass Ave,,Lemont,IL,60439,,,P,2011-10-15,PLANNED - not yet accessible,,,,,,1,1,,,Blink Network,http://www.blinknetwork.com/,200-8,41.7106632,-87.9609911,2011-08-25,36362
ELEC,Element Hotels - Arundel Mills,7522 Teague Rd,,Hanover,MD,21076,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.15590668,-76.71721649,2011-04-30,36363
ELEC,Kansas City Power & Light - Living Proof,917 Emanuel Cleaver II Blvd,,Kansas City,MO,64110,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,39.04127884,-94.57435608,2012-02-25,36364
ELEC,Dominion Realty,8325 Six Forks Rd,"First floor of parking garage, next to elevator",Raleigh,NC,27615,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,2,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,35.89384842,-78.65020752,2011-04-30,36365
ELEC,Residence Inn by Marriott - Concord,91 Hall St,,Concord,NH,03301,,888-758-4389  603-226-0012,E,,Public - see hours,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,43.18543243,-71.52367401,2012-02-25,36366
ELEC,eCars of New England Inc,281 Main St,,Reading,MA,01867,,617-303-0000,E,,Private access only,,,,,,3,,,3 Conductive 240V NEMA 14-30,,,200-8,42.5153608,-71.1033627,2012-02-29,36367
ELEC,Element Hotels - Ewing,1000 Sam Weinroth Rd,,Ewing,NJ,08628,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.27801132,-74.82046509,2011-04-30,36368
ELEC,Element Hotels - Las Vegas,10555 Discovery Dr,,Las Vegas,NV,89135,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,36.12187958,-115.3231888,2011-04-30,36369
ELEC,New York Solar Solutions LLC,1530 Rocky Point Rd,,Middle Island,NY,11953,,,P,2011-10-15,PLANNED - not yet accessible,24 hours daily,,,,,1,,,,,,GPS,40.896119,-72.945053,2011-04-30,36370
ELEC,Lane Community College,4000 E 30th Ave,Under solar canopy,Eugene,OR,97405,,503-892-7345,E,,Private access only,,,,,,20,20,,,Shorepower,http://www.shorepower.com/,200-8,44.0090953,-123.0340515,2011-08-25,36371
ELEC,Cardi's Furniture Superstore,1681 Quaker Ln,,West Warwick,RI,02893,,888-758-4389  401-826-5606,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,41.67023468,-71.50011444,2011-04-30,36374
ELEC,Whole Foods Market,525 N Lamar Blvd,At Lamar and 6th St,Austin,TX,78703,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,30.2711792,-97.75378418,2011-04-30,36375
ELEC,The Belmont Apartments,2500 Bennett Ave,,Dallas,TX,75206,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,3,3,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,32.81380463,-96.78255463,2011-09-30,36376
ELEC,Brookfield Properties,1600 Smith St,Located inside Central Parking,Houston,TX,77002,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.75463486,-95.37220764,2011-06-30,36377
ELEC,Brookfield Properties,300 Clay St,,Houston,TX,77002,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.7571125,-95.37316895,2011-06-30,36378
ELEC,Brookfield Properties,340 Dallas St,Located inside Central Parking Facilities,Houston,TX,77002,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.75912857,-95.37216187,2011-04-30,36379
ELEC,Brookfield Properties,500 Jefferson St,,Houston,TX,77002,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.75291443,-95.37379456,2011-04-30,36380
ELEC,Brookfield Properties,601 Jefferson Ave,,Houston,TX,77002,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.7530899,-95.37307739,2011-04-30,36381
ELEC,Brookfield Properties,600 Jefferson Ave,,Houston,TX,77002,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.75273514,-95.3731308,2011-04-30,36382
ELEC,City of Houston Fleet,1205 Dart St,,Houston,TX,77002,,888-758-4389,E,,Private access only,,,,,,2,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.76948166,-95.36943817,2011-09-30,36383
ELEC,City of Houston,3300 Main St,,Houston,TX,77002,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,3,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.74077988,-95.37833405,2011-04-30,36384
ELEC,City of Houston,3915 Rustic Woods Dr,,Houston,TX,77339,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,1,,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,30.0546093,-95.18826294,2011-04-30,36385
ELEC,NRG EV Services,12231 Katy Freeway,,Houston,TX,77079,,888-758-4389,E,,Private access only,,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,29.78371811,-95.60407257,2011-04-30,36386
ELEC,EV Island,1505 Mercury Cir,,McKinney,TX,75071,,,P,2011-10-15,PLANNED - not yet accessible,24 hours daily,,,,,1,,,,,,200-8,33.215686,-96.611507,2011-04-30,36387
ELEC,Opalco,469 Market St,,Eastsound,WA,98245,,888-758-4389,E,,Public - see hours,24 hours daily; pay lot,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,48.69511795,-122.9040909,2012-03-25,36388
ELEC,Opalco,95 2nd St,,Friday Harbor,WA,98250,,888-758-4389,E,,Public - see hours,24 hours daily; pay lot,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,48.53599548,-123.0192032,2012-03-25,36389
ELEC,Opalco,162 Weeks St,,Lopez Island,WA,98261,,888-758-4389,E,,Public - see hours,24 hours daily; pay lot,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,48.52500153,-122.9153214,2012-03-25,36390
ELEC,Suquamish Masi Shop Shell Station,16285 Washington 305,,Poulsbo,WA,98370,,888-758-4389,E,,Public - see hours,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,47.70778656,-122.5834045,2012-03-25,36391
LPG,Jenkins Propane,43 Hadley Mill Rd,,Pittsboro,NC,27312,,919-642-0083,E,,Public - call ahead,8am-5pm M-F,Cash M V,,,,,,,,,,200-8,35.732082,-79.279652,2011-04-30,36395
LPG,Williams Fuel,1406 W St James St,,Tarboro,NC,27886,,252-823-5126,E,,Public - call ahead,8am-5pm M-F,Cash D M V,,,,,,,,,,GPS,35.883497,-77.552939,2011-04-30,36397
LPG,Piedmont Propane,710 US Highway 52 S,,Wadesboro,NC,28170,,704-694-2225,E,,Public - call ahead,8am-5pm M-F,Cash D M V,,,,,,,,,,GPS,34.973147,-80.082808,2011-04-30,36398
LPG,United Propane,167 Vets Hwy,,Commack,NY,11725,,631-486-4347,E,,Public - see hours,"8am-5pm M-Sat, 9am-4pm Sun (Sun hours in summer only)",Cash Checks A D M V,,,,,,,,,,GPS,40.838789,-73.277033,2011-02-28,36399
LPG,U-Haul,121-123 Jericho Tpk,,Jericho,NY,11753,,516-333-6334,E,,Public - call ahead,"7am-7pm M-Th, 7am-8pm F, 7am-7pm Sat, 9am-5pm Sun",Cash A D M V,,,,,,,,,,200-8,40.7842969,-73.5526271,2011-02-28,36400
LPG,Pilot - Flying J,3353 Federal Way,,Boise,ID,83705,,208-385-9745,E,,Public - see hours,24 hours daily,Cash A D M V,,,,,,,,,,200-8,43.571225,-116.18955,2012-02-29,36404
LPG,Pilot - Flying J,3512 Franklin Rd,,Caldwell,ID,83605,,208-453-9225,E,,Public - call ahead,24 hours daily,Cash A D M V,,,,,,,,,,200-8,43.6611369,-116.654152,2012-02-29,36405
LPG,Lampton-Love of Magee,1654-B Highway 49 N,Hwy 49 btwn 11th ave N and Airport Rd,Magee,MS,39111,,601-849-3496,E,,Public - see hours,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,31.872953,-89.753667,2011-03-31,36450
LPG,Lampton-Love of Pelahatchie,1104 Highway 80 E,,Pelahatchie,MS,39145,,601-854-5256,E,,Public - call ahead,8am-5pm M-F,Cash Checks D M V,,,,,,,,,,GPS,32.316844,-89.778744,2011-03-31,36451
LPG,Southern Propane Inc,3216 Highway 15 N,,Bay Springs,MS,39422,,601-764-2306,E,,Public - call ahead,8am-5pm M-F,Cash Checks A D M V,,,,,,,,,,200-8,31.9939644,-89.2878077,2011-03-31,36452
CNG,Ditch Witch of Alaska,1800 W 47th Ave,SW corner of 47th and Harding Street,Anchorage,AK,99517,3189,907-248-0010,E,,Public - see hours,"8am-5pm M-F, 8am-12pm Sat",Cash Checks M V,,Q,2400,,,,,,,200-8,61.1780033,-149.9157657,2012-02-29,36497
ELEC,Harv's Car Wash,1901 L St,,Sacramento,CA,95811,,1-888-758-4389  916-446-1029,E,,Public - see hours,24 hours daily,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,38.57500839,-121.4818878,2011-04-30,36505
E85,River Road Exxon - W Express,5143 River Rd,,Bethesda,MD,20816,,301-652-8440,E,,Public - see hours,"6am-11pm M-F, 7am-11pm Sat, 7am-10pm Sun",Cash A D M V Wright_Exp,,,,,,,,,,200-8,38.9644959,-77.102832,2011-09-30,36530
ELEC,Hudson Valley Community College TEC-SMART Building,345 Hermes Rd,,Malta,NY,12020,,518-629-7075,E,,Public - see hours,7am-10pm M-Sat,,,,,1,,,,,,GPS,42.97167,-73.774182,2011-02-28,36532
E85,OnCue Express #107,5500 SE 29th St,,Del City,OK,73115,,405-672-3420,E,,Public - see hours,24 hours daily,Cash Checks A D M V FuelMan Voyager Wright_Exp,,,,,,,,,,200-8,35.435222,-97.423696,2011-05-31,36535
CNG,City of Bossier City,2580 E Texas St,,Bossier City,LA,71111,,318-741-8441,E,,Public - credit card at all times,24 hours daily,A D M V FuelMan GasCard Voyager Wright_Exp,,Q,3600,,,,,,,200-8,32.5284683,-93.7138909,2011-03-31,36549
E85,City of Bossier City,2580 E Texas St,,Bossier City,LA,71111,,318-741-8441,E,,Public - credit card at all times,24 hours daily,A D M V FuelMan GasCard Voyager Wright_Exp,,,,,,,,,,200-8,32.5284683,-93.7138909,2011-03-31,36550
BD,Heritage Co-op - Champaign Landmark,304 Bloomfield Ave,,Urbana,OH,43078,,937-652-2135,E,,Public - credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,B20,,,,,,,,,200-8,40.118922,-83.747387,2011-02-28,36556
